index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
480,2-комнатная квартира,8.0,55.4,9.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,MISSING
457,3-комнатная квартира,8.0,88.0,9.0,MISSING,MISSING,2014.0,3.0,2 с/у и более,полностью меблирована
1593,3-комнатная квартира,8.0,70.0,8.0,MISSING,MISSING,2011.0,2.75,совмещенный,частично меблирована
126,1-комнатная квартира,5.0,37.0,5.0,MISSING,MISSING,-999.0,-999.0,совмещенный,MISSING
1591,2-комнатная квартира,6.0,64.0,6.0,MISSING,MISSING,2010.0,2.8,раздельный,частично меблирована
1514,1-комнатная квартира,2.0,39.0,5.0,MISSING,MISSING,2008.0,-999.0,совмещенный,частично меблирована
269,4-комнатная квартира,2.0,85.0,5.0,MISSING,MISSING,1985.0,-999.0,раздельный,MISSING
875,1-комнатная квартира,4.0,45.0,5.0,MISSING,MISSING,1988.0,-999.0,совмещенный,пустая
49,1-комнатная квартира,1.0,17.2,4.0,MISSING,MISSING,1985.0,-999.0,совмещенный,полностью меблирована
276,1-комнатная квартира,5.0,27.6,5.0,MISSING,MISSING,2010.0,2.5,совмещенный,полностью меблирована
1204,2-комнатная квартира,4.0,62.0,6.0,MISSING,MISSING,2008.0,-999.0,MISSING,частично меблирована
709,2-комнатная квартира,3.0,58.0,5.0,MISSING,MISSING,2006.0,-999.0,раздельный,частично меблирована
1011,1-комнатная квартира,3.0,33.0,5.0,MISSING,MISSING,1987.0,-999.0,совмещенный,MISSING
1124,2-комнатная квартира,1.0,52.0,1.0,MISSING,MISSING,1986.0,2.9,раздельный,полностью меблирована
991,4-комнатная квартира,5.0,97.4,5.0,MISSING,MISSING,1991.0,-999.0,раздельный,полностью меблирована
473,1-комнатная квартира,1.0,44.0,9.0,MISSING,MISSING,2005.0,-999.0,совмещенный,частично меблирована
956,2-комнатная квартира,1.0,66.2,6.0,MISSING,MISSING,-999.0,-999.0,MISSING,MISSING
987,1-комнатная квартира,5.0,41.0,5.0,MISSING,панельный,1985.0,3.0,раздельный,полностью меблирована
